id,prob
11274,NA
11275,NA
11276,0.044974706
11277,NA
11278,NA
11279,0.052029196
11280,0.180442479
11281,0.041907017
11282,0.522423815
11283,0.050816985
11284,NA
11285,0.022657156
11286,0.194523826
11287,0.087090165
11288,0.057070461
11289,0.019448593
11290,NA
11291,0.0290633
11292,NA
11293,0.131200592
11294,NA
11295,0.064163823
11296,NA
11297,0.031599641
11298,0.062467546
11299,0.069639202
11300,0.023641882
11301,0.062140511
11302,NA
11303,0.096867248
11304,0.03181642
11305,0.075578937
11306,0.068993516
11307,0.04080109
11308,0.137393104
11309,0.026720977
11310,0.110138519
11311,0.025680574
11312,0.055996185
11313,0.065517403
11314,0.03441965
11315,0.041258248
11316,0.067278044
11317,0.070678654
11318,0.081217431
11319,0.053286881
11320,NA
11321,0.087497802
11322,0.03776263
11323,NA
11324,0.054101364
11325,0.077433124
11326,0.027957616
11327,0.057809251
11328,0.119489007
11329,0.040741447
11330,0.028872912
11331,NA
11332,0.028420974
11333,0.124462598
11334,0.034439873
11335,0.021873321
11336,0.037403229
11337,0.025086762
11338,0.107998515
11339,NA
11340,0.029693093
11341,0.035238437
11342,0.026915169
11343,NA
11344,0.074516554
11345,0.062159311
11346,0.068437871
11347,0.050629573
11348,0.129676595
11349,0.070967747
11350,0.04214485
11351,0.036840093
11352,0.039758715
11353,0.068852166
11354,0.123560429
11355,0.056068364
11356,0.064758526
11357,0.023627831
11358,0.040393058
11359,0.039920546
11360,NA
11361,0.056023733
11362,0.086815554
11363,0.067615671
11364,0.035057676
11365,0.047296678
11366,0.110920695
11367,0.050265099
11368,0.087663728
11369,NA
11370,0.040703339
11371,0.036057108
11372,NA
11373,0.037969167
11374,0.085815215
11375,0.110000721
11376,0.058946012
11377,0.025800192
11378,0.073406742
11379,0.060564811
11380,0.047735711
11381,0.056420815
11382,0.044110077
11383,NA
11384,0.041806996
11385,0.071935297
11386,0.053217453
11387,0.041559681
11388,0.03964753
11389,0.028900966
11390,0.038966858
11391,NA
11392,0.028313977
11393,0.01895246
11394,NA
11395,0.106298896
11396,0.116198999
11397,0.03880154
11398,0.055205434
11399,0.046750536
11400,0.058682011
11401,0.054965506
11402,0.062300943
11403,0.092575612
11404,0.06616837
11405,0.049308796
11406,NA
11407,0.087572495
11408,0.100622075
11409,0.003828162
11410,NA
11411,0.052921003
11412,NA
11413,0.147945169
11414,0.051283294
11415,NA
11416,0.257720235
11417,NA
11418,0.033348561
11419,0.025243092
11420,NA
11421,0.071004156
11422,0.014675181
11423,0.151512852
11424,0.089061156
11425,0.096717663
11426,0.064052602
11427,0.194754115
11428,NA
11429,0.050616779
11430,NA
11431,0.062809049
11432,0.122764381
11433,0.084520121
11434,0.0944926
11435,0.112831563
11436,0.084408966
11437,0.025429726
11438,0.095419654
11439,0.134480909
11440,0.037800114
11441,0.083160129
11442,0.036297329
11443,NA
11444,0.082612175
11445,0.092512644
11446,0.11682984
11447,0.137502975
11448,0.040287737
11449,0.039274108
11450,0.070392778
11451,0.024462532
11452,0.079060609
11453,NA
11454,0.047795614
11455,0.052154282
11456,0.03685525
11457,0.085997914
11458,0.028809472
11459,0.082363008
11460,0.034482187
11461,0.022687801
11462,0.05573719
11463,0.026419745
11464,0.054824493
11465,0.029160417
11466,NA
11467,NA
11468,0.056738708
11469,0.056060404
11470,NA
11471,NA
11472,0.081277099
11473,0.039582336
11474,0.079938573
11475,0.038387746
11476,NA
11477,0.075111413
11478,0.065421004
11479,NA
11480,NA
11481,0.041434011
11482,0.039505798
11483,NA
11484,0.085355659
11485,0.01956742
11486,0.034862691
11487,0.119217808
11488,0.04666021
11489,0.05190795
11490,0.062899296
11491,0.054703824
11492,0.063556797
11493,NA
11494,0.089007169
11495,0.066984514
11496,0.031930645
11497,0.041645992
11498,0.106120633
11499,0.042262851
11500,0.098802932
11501,0.104045174
11502,NA
11503,NA
11504,0.103539782
11505,0.03986879
11506,0.104866807
11507,0.074625666
11508,0.033397707
11509,NA
11510,NA
11511,0.042751778
11512,NA
11513,NA
11514,0.05126757
11515,NA
11516,0.024267344
11517,0.082417126
11518,0.10669842
11519,0.108939591
11520,NA
11521,0.043186266
11522,0.007134952
11523,0.11871387
11524,0.232136057
11525,0.065956916
11526,0.197094797
11527,0.089781203
11528,0.022853288
11529,0.113994752
11530,0.099519531
11531,0.050771758
11532,0.043810889
11533,0.072092773
11534,0.078663898
11535,NA
11536,0.028511929
11537,0.031776216
11538,NA
11539,NA
11540,0.040106611
11541,0.078671633
11542,0.085385636
11543,0.215518213
11544,NA
11545,0.10067032
11546,0.07795494
11547,0.096095827
11548,0.080878113
11549,NA
11550,NA
11551,0.066765546
11552,0.030751374
11553,0.072363889
11554,0.035009366
11555,0.184286193
11556,0.033107737
11557,0.033576204
11558,0.069270883
11559,0.051544612
11560,0.023039947
11561,0.082505444
11562,0.064555777
11563,0.041028576
11564,NA
11565,0.115060823
11566,0.037082243
11567,0.190911515
11568,0.067315592
11569,0.157556784
11570,0.067550974
11571,0.027574038
11572,NA
11573,0.052762387
11574,0.03850989
11575,0.050721094
11576,0.057889646
11577,0.050451457
11578,0.102197228
11579,0.068914037
11580,NA
11581,0.101616495
11582,0.054627969
11583,NA
11584,0.041231839
11585,0.063146972
11586,0.099699386
11587,0.095667731
11588,0.037315404
11589,0.091260771
11590,0.072227609
11591,0.11846073
11592,0.111975226
11593,0.045589044
11594,0.051268776
11595,0.04039532
11596,0.171228186
11597,0.072445314
11598,0.057232974
11599,0.027866114
11600,0.03708146
11601,NA
11602,0.056241212
11603,NA
11604,0.103529637
11605,0.053889545
11606,0.07054718
11607,0.021016595
11608,0.071639457
11609,0.055818725
11610,NA
11611,NA
11612,0.061461079
11613,0.029330932
11614,0.041996313
11615,0.057369256
11616,0.053546601
11617,0.022757586
11618,0.033683215
11619,0.042265254
11620,0.03610475
11621,0.036421267
11622,NA
11623,0.115938687
11624,0.069100447
11625,0.065175781
11626,0.01844186
11627,0.022688673
11628,0.040425105
11629,0.053484205
11630,0.102856627
11631,0.069049036
11632,NA
11633,0.077506804
11634,NA
11635,0.041221354
11636,0.004329008
11637,0.111896199
11638,0.057442762
11639,0.08173284
11640,NA
11641,0.059045397
11642,0.116460787
11643,0.074864262
11644,0.024346868
11645,0.077002032
11646,0.030655945
11647,0.069733762
11648,0.078899936
11649,0.049622129
11650,0.038173478
11651,0.069338055
11652,0.04348678
11653,NA
11654,0.0427997
11655,0.07004376
11656,NA
11657,NA
11658,NA
11659,0.039252783
11660,0.087453218
11661,0.136435405
11662,0.040552988
11663,0.029372185
11664,0.052680196
11665,0.05275815
11666,0.071583738
11667,0.056104979
11668,0.051847651
11669,0.05467444
11670,0.060161023
11671,0.043872705
11672,0.060636339
11673,NA
11674,0.041626747
11675,0.041280943
11676,0.024332626
11677,0.085400026
11678,0.025703025
11679,NA
11680,NA
11681,0.081318473
11682,0.088228204
11683,NA
11684,NA
11685,0.057056267
11686,NA
11687,0.04942857
11688,0.084915188
11689,0.189592537
11690,NA
11691,0.03052792
11692,0.079241716
11693,0.032212379
11694,0.069917578
11695,0.085613219
11696,0.044483882
11697,0.100664179
11698,NA
11699,0.038947764
11700,NA
11701,0.076767212
11702,0.080244911
11703,0.079052078
11704,0.051054644
11705,NA
11706,0.025224965
11707,0.056278913
11708,NA
11709,0.099285179
11710,0.009127033
11711,NA
11712,0.029686754
11713,0.090027554
11714,0.052911868
11715,0.049005668
11716,0.026538471
11717,0.045835468
11718,0.02330808
11719,0.036529805
11720,0.033163779
11721,0.05946209
11722,0.048294534
11723,0.03337901
11724,0.047123143
11725,0.064160235
11726,0.046243303
11727,0.038403498
11728,0.058008305
11729,0.063696448
11730,0.084403601
11731,0.076177557
11732,0.016105227
11733,0.052339632
11734,0.04982652
11735,0.073286488
11736,NA
11737,0.084121772
11738,0.049603573
11739,NA
11740,0.029026212
11741,0.05718217
11742,0.074976344
11743,0.036615808
11744,0.066851351
11745,0.125830704
11746,NA
11747,0.070507192
11748,0.030341426
11749,0.223015332
11750,0.062350589
11751,0.065314608
11752,0.081293694
11753,NA
11754,NA
11755,NA
11756,0.377517954
11757,0.06859328
11758,0.081764887
11759,0.056641408
11760,NA
11761,0.094215005
11762,0.048408723
11763,0.007906538
11764,0.068627857
11765,0.057308283
11766,NA
11767,0.078060575
11768,0.029587783
11769,0.070378458
11770,0.059025704
11771,0.080137744
11772,0.069094699
11773,NA
11774,0.060980704
11775,NA
11776,NA
11777,NA
11778,0.096987699
11779,0.098297076
11780,NA
11781,0.113146083
11782,0.090600319
11783,0.036013639
11784,0.308326498
11785,0.064456069
11786,NA
11787,NA
11788,0.051179611
11789,NA
11790,NA
11791,0.059113025
11792,0.053623433
11793,0.181942197
11794,NA
11795,0.152197106
11796,0.090749898
11797,0.145903623
11798,0.071989035
11799,0.042814935
11800,0.066605526
11801,0.14625887
11802,0.086168789
11803,0.032481543
11804,0.05754329
11805,0.02837295
11806,0.020506659
11807,0.057083913
11808,0.137886414
11809,NA
11810,0.04795071
11811,0.034815662
11812,0.091654528
11813,0.07389046
11814,0.050152083
11815,0.058917535
11816,0.073781954
11817,0.037437672
11818,0.035120503
11819,0.050696603
11820,0.081155857
11821,0.032952126
11822,0.120478213
11823,0.027273702
11824,0.098455209
11825,0.097671004
11826,0.151006773
11827,0.086591777
11828,0.035499652
11829,0.072420161
11830,0.046449966
11831,NA
11832,0.064196253
11833,0.037221229
11834,0.050750014
11835,0.043243257
11836,0.076802756
11837,0.040416776
11838,0.148941266
11839,0.025231967
11840,0.078528249
11841,0.039816495
11842,0.057913829
11843,0.036223249
11844,0.038710889
11845,0.105443035
11846,0.050251008
11847,0.04076819
11848,0.094203094
11849,0.040714493
11850,0.049088866
11851,NA
11852,0.038049145
11853,NA
11854,0.091767517
11855,0.04603381
11856,0.043475285
11857,0.085012307
11858,0.060028689
11859,NA
11860,NA
11861,0.024839266
11862,0.045328279
11863,0.052283806
11864,0.048135292
11865,0.618455082
11866,0.028557186
11867,0.038707647
11868,0.033366944
11869,0.147335034
11870,0.047585595
11871,0.069034618
11872,NA
11873,NA
11874,0.053194106
11875,0.042420308
11876,NA
11877,0.049162852
11878,NA
11879,0.061529909
11880,NA
11881,0.048187417
11882,0.083236602
11883,0.123381722
11884,0.046856474
11885,0.096043663
11886,0.119665232
11887,0.22213797
11888,0.028340106
11889,0.034914288
11890,0.038092269
11891,0.027329728
11892,0.102612034
11893,0.026822321
11894,NA
11895,NA
11896,0.08759158
11897,0.05524392
11898,NA
11899,NA
11900,0.091333732
11901,0.03957948
11902,0.066404146
11903,NA
11904,0.031483659
11905,0.062996469
11906,0.035168348
11907,0.034273075
11908,0.288767914
11909,0.164078115
11910,0.077964708
11911,0.083903943
11912,NA
11913,0.064186773
11914,0.06125226
11915,0.063116387
11916,0.147754611
11917,0.034623702
11918,0.048008172
11919,NA
11920,NA
11921,0.038510455
11922,0.068656033
11923,0.078800205
11924,0.143700233
11925,0.076952041
11926,0.032427126
11927,0.040668332
11928,0.036868309
11929,0.027983477
11930,0.072880453
11931,NA
11932,0.021180619
11933,0.018903433
11934,0.171562465
11935,0.130868816
11936,0.031345065
11937,0.043064271
11938,NA
11939,0.063474996
11940,0.107182205
11941,0.08619762
11942,0.02262767
11943,0.088025222
11944,0.091181464
11945,0.099731135
11946,NA
11947,0.07110342
11948,NA
11949,0.073602586
11950,0.376647636
11951,0.095173329
11952,0.028448117
11953,0.03986986
11954,0.068657895
11955,0.053678025
11956,NA
11957,0.059901247
11958,0.076451743
11959,0.07776727
11960,0.049260717
11961,NA
11962,0.015432642
11963,0.056149363
11964,0.090161649
11965,NA
11966,NA
11967,0.046947466
11968,0.025120071
11969,0.059628429
11970,0.112798434
11971,0.043211679
11972,NA
11973,NA
11974,0.164012475
11975,NA
11976,0.111177977
11977,NA
11978,0.053439916
11979,NA
11980,NA
11981,0.536502592
11982,NA
11983,0.060147703
11984,0.107781594
11985,0.053797212
11986,0.170799648
11987,0.047785597
11988,0.08440344
11989,NA
11990,NA
11991,0.079407966
11992,0.02784512
11993,NA
11994,NA
11995,0.030728199
11996,0.045757343
11997,0.089974803
11998,NA
11999,0.030339558
12000,NA
12001,0.157061383
12002,0.009697774
12003,NA
12004,0.073832731
12005,NA
12006,0.028161361
12007,0.062081903
12008,NA
12009,NA
12010,0.128947811
12011,0.064403245
12012,0.067616352
12013,0.029561036
12014,0.051633701
12015,0.046515077
12016,0.073329602
12017,NA
12018,NA
12019,0.131269568
12020,0.043182685
12021,0.442322856
12022,0.021595309
12023,0.049645753
12024,NA
12025,0.059433363
12026,NA
12027,0.12281455
12028,0.058202608
12029,NA
12030,0.020507844
12031,0.061928471
12032,NA
12033,0.086322708
12034,NA
12035,NA
12036,0.21512853
12037,0.074325797
12038,0.067758391
12039,0.051361182
12040,NA
12041,0.104581295
12042,0.071989086
12043,0.179839951
12044,0.078769968
12045,0.141110905
12046,0.040747376
12047,0.028500912
12048,0.032567609
12049,NA
12050,0.066032209
12051,0.05553518
12052,NA
12053,0.097934225
12054,0.074676739
12055,NA
12056,0.028167964
12057,0.106623667
12058,0.086578359
12059,0.050691141
12060,0.084534984
12061,0.059601576
12062,0.08846633
12063,0.140962676
12064,0.064008006
12065,0.065075095
12066,NA
12067,0.039582951
12068,0.050662835
12069,NA
12070,NA
12071,0.198810824
12072,0.039467504
12073,0.075837574
12074,0.064919456
12075,NA
12076,0.073313316
12077,0.078793543
12078,NA
12079,0.037143496
12080,0.042234849
12081,0.045742886
12082,0.052375054
12083,0.217638356
12084,0.098145961
12085,0.02234886
12086,NA
12087,0.034238468
12088,0.033529181
12089,0.062125683
12090,NA
12091,0.039086892
12092,0.05997154
12093,0.027228898
12094,0.071546768
12095,0.030287453
12096,0.02716257
12097,0.082378188
12098,0.072800953
12099,NA
12100,0.031526369
12101,0.075962651
12102,0.071034194
12103,NA
12104,0.031972241
12105,NA
12106,0.031044479
12107,0.063456186
12108,0.04856998
12109,0.110913791
12110,0.086017243
12111,0.035610987
12112,0.014781681
12113,0.041652426
12114,0.024391271
12115,0.015605882
12116,0.047185054
12117,0.043066162
12118,0.052037491
12119,0.042722173
12120,0.033240642
12121,0.063436143
12122,0.018644099
12123,NA
12124,0.069200769
12125,0.046249549
12126,0.114620202
12127,0.056329961
12128,0.041133311
12129,0.067270508
12130,0.087236668
12131,0.063907728
12132,0.056917803
12133,0.132313509
12134,0.048511038
12135,0.03037661
12136,0.08472895
12137,0.041685615
12138,0.037007894
12139,0.070843492
12140,NA
12141,0.100538157
12142,0.067355954
12143,0.069881191
12144,0.064750258
12145,0.058606575
12146,0.065419461
12147,0.068900145
12148,0.021049284
12149,0.134226242
12150,0.021431436
12151,0.037279489
12152,0.097943622
12153,0.093439959
12154,0.1513933
12155,0.088602993
12156,0.094237576
12157,0.032147559
12158,0.064841786
12159,0.029449054
12160,0.051462102
12161,NA
12162,0.028377564
12163,0.073923082
12164,0.032336731
12165,0.045319853
12166,0.048198674
12167,0.021730811
12168,0.118010005
12169,0.107683161
12170,0.109847467
12171,0.120149622
12172,NA
12173,0.040411822
12174,0.059370164
12175,NA
12176,0.058960035
12177,NA
12178,0.039560299
12179,0.038128595
12180,0.012868772
12181,0.059603903
12182,0.027920848
12183,0.041918111
12184,0.052532125
12185,0.039838205
12186,0.031492241
12187,0.099251975
12188,0.059059789
12189,0.084455886
12190,0.053720554
12191,0.04016988
12192,0.029151016
12193,0.034475357
12194,NA
12195,0.038382129
12196,NA
12197,0.080056641
12198,NA
12199,0.05329409
12200,0.064085203
12201,0.033729506
12202,0.11134222
12203,0.10783887
12204,0.052446706
12205,0.060804762
12206,NA
12207,0.05197374
12208,0.084392413
12209,0.079652858
12210,0.041198626
12211,0.022694461
12212,0.44732366
12213,0.041226778
12214,0.052570273
12215,NA
12216,0.042690847
12217,0.041755747
12218,0.066515612
12219,0.07884801
12220,NA
12221,0.093839208
12222,NA
12223,0.039655643
12224,0.050493419
12225,0.062238317
12226,0.031259887
12227,0.088730857
12228,0.049059061
12229,0.060406274
12230,NA
12231,0.07062521
12232,0.02825636
12233,0.007191557
12234,NA
12235,0.083581019
12236,0.03163807
12237,0.02325485
12238,0.033326988
12239,0.035074012
12240,0.053741869
12241,0.012732085
12242,0.032096715
12243,0.073335491
12244,0.09006914
12245,0.053930961
12246,0.134796702
12247,0.047801027
12248,0.092717804
12249,NA
12250,NA
12251,0.273493047
12252,0.057872322
12253,0.07445754
12254,0.030770514
12255,0.123863713
12256,0.074823091
12257,0.069055348
12258,NA
12259,0.076727096
12260,0.112422716
12261,NA
12262,0.030153348
12263,0.051959845
12264,0.224761137
12265,0.040662903
12266,0.020719183
12267,NA
12268,0.045419768
12269,0.094161062
12270,0.050686633
12271,0.077857538
12272,NA
12273,0.065142756
12274,0.124488615
12275,0.076770826
12276,0.08212413
12277,0.054606462
12278,0.247124491
12279,0.022455973
12280,0.103495724
12281,0.089871026
12282,0.040027922
12283,0.034218234
12284,0.083560515
12285,NA
12286,NA
12287,0.032776581
12288,0.068139989
12289,NA
12290,0.039226176
12291,0.021412516
12292,NA
12293,0.175165043
12294,0.050621605
12295,NA
12296,0.08193577
12297,0.091997891
12298,0.077912494
12299,0.097913575
12300,0.063124805
12301,NA
12302,NA
12303,0.029830579
12304,0.038881576
12305,0.036056988
12306,NA
12307,NA
12308,0.774155512
12309,0.097013549
12310,0.045305924
12311,0.061889529
12312,0.135124022
12313,0.062247113
12314,0.162459347
12315,0.038745029
12316,0.156487176
12317,0.072746096
12318,0.075775375
12319,NA
12320,NA
12321,NA
12322,0.051179652
12323,0.056847073
12324,0.097063033
12325,0.251557323
12326,0.061907548
12327,0.089532488
12328,0.073319409
12329,0.057434213
12330,0.079253274
12331,0.043168624
12332,0.049281434
12333,0.094633478
12334,0.095410886
12335,0.069633493
12336,NA
12337,NA
12338,0.060239047
12339,0.034495121
12340,0.021655065
12341,NA
12342,0.027375688
12343,0.04568708
12344,0.029308301
12345,0.072824724
12346,0.068672289
12347,0.032989869
12348,0.016467768
12349,NA
12350,0.049674453
12351,0.490003044
12352,NA
12353,0.043433922
12354,0.05531248
12355,NA
12356,0.015491923
12357,0.10042054
12358,NA
12359,0.039657406
12360,0.067150658
12361,0.073403309
12362,0.094736044
12363,0.080948889
12364,0.05376084
12365,0.228742905
12366,0.023995415
12367,0.033707632
12368,0.0410421
12369,0.069256152
12370,0.057880943
12371,NA
12372,0.092472445
12373,0.029215751
12374,0.058512193
12375,0.078683192
12376,0.030213955
12377,0.040865674
12378,NA
12379,0.076172247
12380,0.025727899
12381,0.034509623
12382,0.098922571
12383,NA
12384,0.018713091
12385,0.05544256
12386,NA
12387,NA
12388,0.096446968
12389,0.04815061
12390,NA
12391,0.103719799
12392,0.08636778
12393,0.080557179
12394,0.029055585
12395,NA
12396,NA
12397,0.126808716
12398,0.034064672
12399,0.142984313
12400,0.076441046
12401,NA
12402,0.016221822
12403,0.059627116
12404,0.054342488
12405,0.043049322
12406,0.069752439
12407,NA
12408,NA
12409,0.044792299
12410,NA
12411,0.03438938
12412,0.026586515
12413,0.030315489
12414,0.034052341
12415,0.044748178
12416,0.040308825
12417,0.077597916
12418,0.028538605
12419,0.064173708
12420,0.099622776
12421,0.047885463
12422,0.06747785
12423,0.050895928
12424,0.043358485
12425,0.051078649
12426,0.058517476
12427,0.037916785
12428,0.060228806
12429,0.029402917
12430,0.064851194
12431,0.020680622
12432,0.031307099
12433,0.075306573
12434,NA
12435,0.086151486
12436,0.049444919
12437,0.076752577
12438,NA
12439,0.056096983
12440,0.022358933
12441,0.05050652
12442,NA
12443,NA
12444,0.036344097
12445,0.038237091
12446,0.03259894
12447,0.040940736
12448,NA
12449,0.081530758
12450,0.089975338
12451,0.026720675
12452,NA
12453,NA
12454,0.100263674
12455,NA
12456,0.03855761
12457,0.014908872
12458,0.026936618
12459,0.050832836
12460,NA
12461,0.076599283
12462,0.351502536
12463,NA
12464,0.044989122
12465,0.03170505
12466,0.082789169
12467,0.056093026
12468,0.083129473
12469,0.056770632
12470,NA
12471,NA
12472,0.064666413
12473,0.069260747
12474,0.075896412
12475,0.069864791
12476,0.041282009
12477,0.043776685
12478,NA
12479,0.052141745
12480,0.108589052
12481,0.042300019
12482,0.058404845
12483,0.053008
12484,0.040951482
12485,0.050995282
12486,0.050848945
12487,0.084634676
12488,0.038628009
12489,NA
12490,0.015484236
12491,0.098564245
12492,0.081852361
12493,0.079982146
12494,NA
12495,0.055738328
12496,0.056269231
12497,0.059136241
12498,0.458938179
12499,0.3406408
12500,0.044163317
12501,0.030884722
12502,NA
12503,0.035984698
12504,0.09356586
12505,0.167022056
12506,0.110013628
12507,0.108255444
12508,0.029152617
12509,0.085533956
12510,NA
12511,0.082844776
12512,0.04312633
12513,0.042038465
12514,0.023948293
12515,0.068358079
12516,0.029701391
12517,0.786524588
12518,0.031455534
12519,0.027006792
12520,0.05083198
12521,0.06210361
12522,0.071267026
12523,0.108691783
12524,0.075628535
12525,0.179465357
12526,0.040924408
12527,NA
12528,0.192401779
12529,NA
12530,0.049776073
12531,0.032373245
12532,0.107269743
12533,0.058154883
12534,0.031746617
12535,0.035540977
12536,NA
12537,0.036570334
12538,0.06804522
12539,0.027199455
12540,0.03938332
12541,0.05001555
12542,0.079254103
12543,0.054334594
12544,NA
12545,0.076547641
12546,0.109135759
12547,0.062489115
12548,0.086069226
12549,0.271019891
12550,0.040574258
12551,NA
12552,0.040582153
12553,0.065557991
12554,NA
12555,0.055836071
12556,0.087522007
12557,0.040936771
12558,0.079157359
12559,0.070678037
12560,NA
12561,0.036510826
12562,0.0536644
12563,0.051350269
12564,NA
12565,NA
12566,0.147375169
12567,0.092313735
12568,0.045082296
12569,0.069474672
12570,0.037922066
12571,0.027142142
12572,0.062558068
12573,0.076511401
12574,0.045165047
12575,0.083312045
12576,0.045805936
12577,0.060167591
12578,0.086973828
12579,NA
12580,0.036916646
12581,0.068737941
12582,0.154803362
12583,0.026629252
12584,0.067301884
12585,0.074612218
12586,0.033854435
12587,0.037565173
12588,0.020039787
12589,0.105338616
12590,NA
12591,0.040694488
12592,0.065819075
12593,0.02367415
12594,0.038571211
12595,NA
12596,0.027768997
12597,NA
12598,0.108872009
12599,0.03218843
12600,0.044275879
12601,NA
12602,0.090021111
12603,0.019846015
12604,0.071677919
12605,0.028446168
12606,0.064526709
12607,0.028411322
12608,0.063303134
12609,NA
12610,0.033581281
12611,0.054777468
12612,0.053685446
12613,NA
12614,NA
12615,0.039340464
12616,0.049513302
12617,0.039637434
12618,0.046444616
12619,0.045478825
12620,0.130963443
12621,0.060561707
12622,0.058164846
12623,0.071960242
12624,0.078885614
12625,0.036107789
12626,0.036741987
12627,0.062209593
12628,0.012536691
12629,0.059037256
12630,0.042382195
12631,0.044010741
12632,0.090192918
12633,0.035001479
12634,0.03797165
12635,0.063503439
12636,NA
12637,0.076048055
12638,0.051570424
12639,0.046261414
12640,0.03428029
12641,0.031390668
12642,NA
12643,0.014743789
12644,0.206208121
12645,0.04641171
12646,0.038916698
12647,0.083501561
12648,0.061694672
12649,NA
12650,0.025330782
12651,0.05496385
12652,0.024653111
12653,0.072896446
12654,0.028434703
12655,0.02164546
12656,0.030402187
12657,0.040895779
12658,0.111636193
12659,0.067493946
12660,NA
12661,0.119981216
12662,0.048925728
12663,NA
12664,0.065883008
12665,0.058150756
12666,0.054362334
12667,0.035346569
12668,0.035307211
12669,0.014178297
12670,0.096451687
12671,0.041706875
12672,0.033487153
12673,0.213719765
12674,0.031179668
12675,0.044380578
12676,0.044249608
12677,0.045348077
12678,0.040379028
12679,0.079266613
12680,0.124923406
12681,0.032523386
12682,0.096070128
12683,NA
12684,0.0532101
12685,0.035017637
12686,0.039705394
12687,0.042076322
12688,0.025009756
12689,0.090523926
12690,0.063100956
12691,0.045514817
12692,0.054423979
12693,NA
12694,0.042720503
12695,0.025831403
12696,NA
12697,0.097823981
12698,0.056061036
12699,0.041759803
12700,NA
12701,0.027277032
12702,0.032573142
12703,0.057494452
12704,0.08987882
12705,0.048618849
12706,0.039944199
12707,NA
12708,NA
12709,0.024425555
12710,0.037364766
12711,0.064237157
12712,0.137614412
12713,0.141744412
12714,0.029858774
12715,0.081035217
12716,0.072932792
12717,0.025371011
12718,0.100771166
12719,0.068783875
12720,0.062896096
12721,0.121236949
12722,0.062761262
12723,0.064809594
12724,0.029835847
12725,0.124942637
12726,0.028646195
12727,0.236776622
12728,NA
12729,NA
12730,NA
12731,0.078707398
12732,0.044280151
12733,0.082908497
12734,0.081061421
12735,0.075654466
12736,0.040917101
12737,0.079497335
12738,0.048077922
12739,NA
12740,0.092246227
12741,NA
12742,0.029738662
12743,0.041014777
12744,0.036419439
12745,0.41640567
12746,0.090643901
12747,0.040443444
12748,NA
12749,0.028044608
12750,0.061734793
12751,0.022909295
12752,NA
12753,0.049828082
12754,0.021748552
12755,0.027545951
12756,0.029922514
12757,0.052346269
12758,0.022004661
12759,NA
12760,0.270499079
12761,0.032064464
12762,NA
12763,0.061278279
12764,NA
12765,NA
12766,0.033892659
12767,NA
12768,0.026384939
12769,0.047161993
12770,0.067300019
12771,0.101308748
12772,NA
12773,0.05323765
12774,0.038668277
12775,0.045104849
12776,0.085254215
12777,0.073098666
12778,NA
12779,0.088544852
12780,0.030172803
12781,0.037629
12782,0.018239229
12783,NA
12784,NA
12785,0.045710349
12786,0.067021366
12787,0.081481778
12788,0.124637687
12789,0.026977463
12790,0.050978009
12791,0.072692974
12792,NA
12793,0.102124968
12794,0.035851213
12795,0.067450564
12796,0.085259663
12797,0.354432476
12798,0.020149319
12799,NA
12800,0.087476646
12801,0.054277576
12802,0.11997197
12803,NA
12804,0.027547332
12805,0.072045021
12806,0.030127242
12807,0.037525351
12808,0.28796373
12809,0.062659647
12810,0.09860781
12811,0.182982713
12812,0.110449477
12813,0.042665765
12814,0.030158918
12815,0.076489187
12816,NA
12817,0.060409817
12818,0.083422245
12819,0.044526545
12820,NA
12821,NA
12822,NA
12823,0.066520185
12824,0.152158333
12825,0.068280196
12826,0.033232692
12827,0.064108064
12828,0.04474841
12829,0.053503164
12830,0.082026719
12831,0.190772131
12832,0.075972691
12833,NA
12834,NA
12835,0.08293225
12836,NA
12837,NA
12838,0.075771574
12839,0.039417104
12840,0.098206814
12841,0.015945703
12842,NA
12843,NA
12844,NA
12845,NA
12846,NA
12847,NA
12848,NA
12849,0.049928349
12850,0.061393214
12851,NA
12852,0.038676921
12853,0.126550705
12854,NA
12855,0.03159859
12856,0.072980198
12857,0.017146384
12858,0.045507343
12859,0.02518211
12860,NA
12861,0.050175996
12862,0.097541766
12863,0.027784503
12864,NA
12865,NA
12866,0.038859852
12867,0.024965536
12868,NA
12869,0.07952594
12870,0.093621221
12871,NA
12872,0.026644781
12873,NA
12874,NA
12875,0.028860004
12876,0.1019425
12877,NA
12878,0.033810674
12879,0.05619159
12880,0.110900547
12881,NA
12882,0.088097402
12883,0.039696949
12884,NA
12885,0.065728297
12886,NA
12887,0.04220093
12888,0.044437459
12889,0.092129359
12890,0.041514429
12891,0.041810453
12892,0.034230242
12893,0.038889279
12894,0.039891421
12895,NA
12896,NA
12897,0.10207873
12898,0.069234038
12899,NA
12900,0.038738087
12901,NA
12902,NA
12903,NA
12904,0.074545105
12905,0.052250907
12906,0.136372605
12907,0.058802685
12908,0.068774488
12909,0.086940486
12910,0.032769616
12911,0.049310254
12912,NA
12913,NA
12914,NA
12915,NA
12916,0.089956943
12917,0.025729057
12918,NA
12919,0.074363172
12920,NA
12921,0.100278335
12922,0.066342809
12923,NA
12924,0.073020693
12925,0.098948738
12926,0.07870898
12927,0.075210786
12928,0.050745279
12929,0.05595119
12930,0.047768985
12931,0.075481838
12932,NA
12933,0.043447977
12934,0.094112461
12935,0.036953491
12936,0.027977569
