id,Probability,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
8417,0.02042662,0.218348872,43,0,2803,0,6,0,2,0,1
8418,0.181858975,0.531468531,30,0,0.002015858,7440,1,0,0,0,2
8419,0.341285116,0.9999999,48,1,128,NA,2,2,0,0,0
8420,0.37764844,0.9999999,28,0,0.178184282,2951,1,0,0,1,0
8421,0.008913688,0.027996267,69,0,0.359440093,6000,8,0,2,0,0
8422,0.139185386,0.962738564,39,0,0.769607843,1019,4,0,0,0,4
8423,0.012603573,0.026957648,42,0,0.136211818,16466,17,0,2,0,3
8424,0.071902334,0.780794369,34,0,0.273354356,5073,11,0,1,0,0
8425,0.084797072,0.764205512,37,0,1369,NA,7,0,0,0,2
8426,0.016809228,0.044086901,95,0,695,NA,3,0,1,0,NA
8427,0.009354618,0.07776404,61,0,0.390569778,11600,9,0,2,0,3
8428,0.082655169,0.058916625,74,2,0.108386315,6605,7,0,1,0,0
8429,0.392909618,0.9999999,47,0,556,NA,4,0,0,1,1
8430,0.055823321,0.9999999,54,0,0.140868731,12500,11,0,1,0,2
8431,0.014759555,0.085122872,38,0,932,NA,5,0,1,0,0
8432,0.452926387,0.9999999,28,2,0.666666667,2573,4,2,0,1,2
8433,0.008350413,0.091928836,72,0,157,NA,3,0,0,0,0
8434,0.016394095,0.233131756,63,0,146,NA,3,0,0,0,4
8435,0.322960389,0.9999999,47,1,0.426286857,2000,2,0,0,0,0
8436,0.008800664,0.011378918,68,0,0.360481976,20000,6,0,1,0,0
8437,0.015286278,0.007694464,36,0,0.467654424,9583,12,0,2,0,0
8438,0.066675428,0.9999999,43,0,0.136059964,6136,1,0,1,0,1
8439,0.008642159,0.088375691,68,0,0.250839866,6250,17,0,1,0,0
8440,0.012342942,0,55,0,0.263562669,4810,5,0,1,0,1
8441,0.010459247,0.013746435,52,0,0.046097788,11800,11,0,0,0,3
8442,0.014840813,0.004827531,50,0,0.871231632,6600,16,0,1,0,4
8443,0.020309178,0.101735673,47,0,0.738884968,4250,7,0,2,0,2
8444,0.009408541,0,60,0,0,6000,2,0,0,0,1
8445,0.015520743,0,43,0,0.352607899,6000,10,0,1,0,3
8446,0.042206498,0.662553003,45,0,0.282976419,12000,6,0,2,0,2
8447,0.007651802,0.080567592,78,0,0.168212381,8625,5,0,1,0,0
8448,0.043264583,0.566102294,50,0,0.357341956,8968,9,0,2,0,2
8449,0.089270094,0.027425378,60,0,0.518547226,9030,20,1,4,0,0
8450,0.253237912,0.569575139,59,2,1.04439778,6666,21,1,1,0,3
8451,0.035884487,0.478502407,50,0,2427,NA,17,0,2,0,0
8452,0.296190084,0.639744102,27,2,0.13673688,2800,5,0,0,0,0
8453,0.063060867,0.066234701,48,1,943,NA,4,0,1,0,0
8454,0.064458793,0.153988737,46,1,5439,NA,19,0,5,0,0
8455,0.025400336,0.239147356,37,0,0.112221945,4000,11,0,0,0,0
8456,0.007881976,0.043782587,59,0,0.296431173,6864,13,0,2,0,1
8457,0.009324426,0,67,0,0.022846264,2100,3,0,1,0,0
8458,0.559575359,1.045129963,57,3,0.420315937,5000,5,1,1,2,0
8459,0.008503563,0.002383294,75,0,0.171820507,4300,7,0,0,0,0
8460,0.013679094,0.085273178,47,0,0.452073635,9451,8,0,4,0,0
8461,0.074175746,0.9999999,55,0,0.243397573,1400,1,0,0,0,0
8462,0.015044587,0.182806915,52,0,0.316208926,8155,10,0,2,0,2
8463,0.009421285,0.016059633,50,0,9.46E-04,7400,3,0,0,0,0
8464,0.010020427,0.006887638,50,0,0.272545472,10500,9,0,1,0,2
8465,0.057602611,0.184794314,54,1,0.253646426,9666,7,0,1,0,2
8466,0.067381328,0.9999999,46,0,3571,NA,4,0,1,0,0
8467,0.064384728,0.9999999,76,0,509,NA,5,0,1,0,NA
8468,0.059228548,0.144600554,44,1,0.161783086,7200,8,0,1,0,2
8469,0.026299847,0.055192641,34,0,0.648142301,9500,10,0,5,0,2
8470,0.014992412,0.22169358,51,0,0.132724559,39532,12,0,3,0,2
8471,0.007919451,0,73,0,343,NA,5,0,0,0,0
8472,0.529361636,0.9999999,56,4,0.523646165,4080,7,8,1,2,0
8473,0.050352938,0.394471439,73,0,2525,NA,11,0,1,0,0
8474,0.018454299,0.057041133,32,0,0.282205084,3500,8,0,0,0,0
8475,0.028218713,0,44,0,1.070371082,5200,10,0,1,0,2
8476,0.009425892,0.054123872,63,0,1567,NA,7,0,1,0,1
8477,0.016348916,0,33,0,0.297922154,6833,6,0,1,0,0
8478,0.207521407,0.858453756,57,1,1317,NA,8,0,0,0,0
8479,0.040830219,0.346272607,46,0,95,NA,6,0,0,0,0
8480,0.014774281,0,36,0,3481,NA,3,0,1,0,0
8481,0.008112723,0.06153928,78,0,34,NA,2,0,0,0,NA
8482,0.047422155,0.215692492,65,1,0.088186277,21000,11,0,0,0,1
8483,0.070047562,0.008979409,49,1,0.758867855,5440,10,0,2,0,1
8484,0.023915994,0,27,0,0.069165143,3281,6,0,0,0,0
8485,0.011500429,0,56,0,0.206141395,4200,4,0,0,0,2
8486,0.046678924,0.9999999,22,0,0.827242525,300,1,0,0,0,0
8487,0.046822129,0.694112878,53,0,0.264533638,7000,13,0,2,0,0
8488,0.037192376,0.274028766,43,0,0.795201371,3500,13,0,1,0,0
8489,0.012097589,0.019477487,47,0,0.00499875,4000,4,0,0,0,0
8490,0.012997428,0.184523482,72,0,0.307290154,3442,17,0,0,0,0
8491,0.033053375,0.697501909,65,0,0.38608913,2400,4,0,0,0,0
8492,0.095863839,0.945129732,41,0,0.494521549,5475,7,0,2,0,3
8493,0.008650135,0.013713408,63,0,19,NA,5,0,0,0,0
8494,0.221909379,0.636375142,26,2,1.459196102,820,7,0,0,0,0
8495,0.007508887,0.030692383,64,0,0.01109889,10000,23,0,0,0,0
8496,0.018413172,5.71E-04,57,0,1.542582967,2500,19,0,2,0,0
8497,0.009867903,0.10299485,51,0,0.00554495,11000,3,0,0,0,0
8498,0.008350413,0.087442015,74,0,94,NA,4,0,0,0,NA
8499,0.008117026,0.080196035,65,0,0.218725719,2573,4,0,1,0,0
8500,0.476651422,0.974763407,51,2,0.621683968,2600,4,0,1,2,2
8501,0.022574785,0.208736875,35,0,1740,NA,5,0,1,0,NA
8502,0.054367034,0.403930532,56,0,1.167464115,2298,13,0,2,0,0
8503,0.068311805,0.852032882,58,0,0.075949367,1500,2,0,0,0,2
8504,0.205496846,0.300955272,46,2,0.768369298,3660,10,1,2,0,2
8505,0.011972823,0.033260147,50,0,629,NA,5,0,1,0,0
8506,0.009325652,0,63,0,0.078230442,4000,5,0,0,0,1
8507,0.017190068,0.20854397,49,0,0.080821248,6136,3,0,0,0,2
8508,0.008281517,0.102222444,58,0,0.16463454,15500,5,0,1,0,1
8509,0.013421385,0.230237075,73,0,0.204738228,3418,9,0,1,0,0
8510,0.009687684,0.052127729,55,0,2481,NA,9,0,2,0,0
8511,0.014254415,0.137463543,43,0,0.371682665,7083,5,0,1,0,2
8512,0.052303022,0.064212539,46,1,0.193867348,9000,7,0,2,0,0
8513,0.065632437,0.067348581,40,1,0.440473986,5400,7,0,2,0,2
8514,0.367676659,0.9999999,34,1,0.894105894,1000,1,0,1,0,3
8515,0.020224998,0.310937812,41,0,0.107778268,6800,5,0,0,0,2
8516,0.007303433,8.00E-04,84,0,0,NA,7,0,0,0,NA
8517,0.013889693,0.011880796,41,0,0.351129774,5000,8,0,1,0,0
8518,0.099473987,0,32,1,0.332223147,1200,4,2,0,0,0
8519,0.059980303,0.038428674,59,1,0.307093822,4369,9,0,0,0,0
8520,0.019361695,0.185544922,51,0,38,NA,2,0,0,0,0
8521,0.009989603,0.020544521,75,0,340,NA,9,0,1,0,0
8522,0.031529972,0.9999999,82,0,0,1900,0,0,0,0,0
8523,0.025120178,0,22,0,39,NA,3,0,0,0,0
8524,0.006498143,0.002693145,86,0,1.99E-04,10027,5,0,0,0,0
8525,0.072050745,0.170503881,60,1,0.033311126,1500,6,0,0,0,0
8526,0.054473919,0.059898855,49,1,0.178117412,7000,8,0,1,0,2
8527,0.084615215,0.9999999,41,0,5465,NA,8,0,2,0,1
8528,0.015654907,0.042669043,40,0,0.369005153,5045,8,0,1,0,1
8529,0.013275678,0,62,0,0.506117577,3350,7,0,1,0,0
8530,0.016816229,0.150120417,42,0,0.313796598,18750,6,0,3,0,0
8531,0.062702618,0.015214464,42,1,0.688615569,6666,6,0,3,0,1
8532,0.00907413,0.014139298,75,0,1466,NA,6,0,2,0,1
8533,0.011745145,0.02414968,49,0,0.148170366,5000,6,0,0,0,0
8534,0.010563071,0.110731014,53,0,0.244022231,7736,15,0,1,0,0
8535,0.063395341,0.507029494,55,0,1.162945685,3000,13,0,1,0,2
8536,0.018191679,0.155915133,52,0,0.332131823,5825,11,0,2,0,2
8537,0.072908362,0.757655293,32,0,0.10043755,5027,3,0,0,0,3
8538,0.023603829,0.041981299,41,0,0.911217756,5000,18,0,2,0,0
8539,0.016195125,0,51,0,0.402155417,5288,6,0,2,0,2
8540,0.381853105,0.99621826,32,2,0.188162368,5000,21,0,0,0,4
8541,0.023150014,0.27953411,21,0,0.496993988,498,2,0,0,0,0
8542,0.007135666,0.004887805,76,0,0.00149985,10000,11,0,0,0,0
8543,0.009446193,0.129934061,70,0,0.362287757,5594,7,0,1,0,0
8544,0.013994868,0.003331113,36,0,0.145108534,3362,4,0,0,0,1
8545,0.009656263,0.088174311,58,0,0.043446646,5500,18,0,0,0,0
8546,0.012863335,0.019275775,46,0,3821,NA,8,0,2,0,0
8547,0.016355388,0.158681854,44,0,0.006359491,8333,7,0,0,0,2
8548,0.079983331,0.953261685,41,0,0.137064297,7200,3,0,0,0,3
8549,0.014692847,0.167290295,63,0,0.442327573,13541,24,0,4,0,1
8550,0.008406203,0.038097944,77,0,0.053515719,4166,7,0,0,0,1
8551,0.375670236,0.9999999,36,2,0.192576818,3286,4,1,0,0,2
8552,0.01668499,0.160990589,48,0,2257,NA,11,0,1,0,0
8553,0.008254096,0.112995964,74,0,1656,NA,5,0,2,0,0
8554,0.010437739,0,62,0,1.82E-04,5500,8,0,0,0,0
8555,0.032289981,0,32,0,0.724530253,5800,11,0,1,0,0
8556,0.339296637,0.9999999,65,3,0.196399045,5442,6,3,0,2,2
8557,0.059101267,0,48,1,0.059623911,13081,7,0,0,0,1
8558,0.245723559,0.618480341,35,2,0.480108311,4800,7,0,1,1,0
8559,0.445472318,0.9999999,50,2,0.590803066,3000,5,0,0,0,1
8560,0.01350119,0.109089091,38,0,0.248297625,6020,8,0,1,0,0
8561,0.010239455,0.031573489,55,0,1262,NA,5,0,1,0,0
8562,0.012097589,0.01123955,45,0,0.083245798,3807,3,0,0,0,0
8563,0.036634531,0.9999999,60,0,9,NA,1,0,0,0,0
8564,0.008254096,0.074034738,78,0,894,NA,6,0,1,0,1
8565,0.275249014,0.9999999,60,0,0.03938754,18939,3,1,0,0,0
8566,0.21336027,0.942624212,64,1,0.044878916,4500,4,0,0,0,1
8567,0.056747187,0.520151298,25,0,0.134459576,5800,9,0,0,0,0
8568,0.009138826,0,57,0,0,8800,1,0,0,0,1
8569,0.017538225,0.139119203,30,0,0.237720285,8000,8,0,1,0,2
8570,0.217511152,0.598748883,56,3,0.524658217,18066,12,2,2,0,1
8571,0.058162769,0.529894021,27,0,0.285102332,2100,5,0,0,0,0
8572,0.355776144,0.783698502,49,2,0.598214286,5039,5,1,1,0,1
8573,0.217367219,0.684035141,40,1,0.334416396,4000,4,0,1,0,3
8574,0.007568996,0.001101945,91,0,8.57E-04,3500,5,0,0,0,1
8575,0.011909141,0.147123525,61,0,0.208924041,6700,7,0,0,0,1
8576,0.014874982,0.027324225,26,0,0.003766478,530,1,0,0,0,0
8577,0.017240817,0,39,0,0.372796632,3800,4,0,1,0,1
8578,0.087520867,0.9999999,29,0,862,NA,2,0,1,0,0
8579,0.442158004,1.066884769,28,1,0.274368231,3600,4,0,0,0,0
8580,0.369866303,0.9999999,49,0,0,1831,0,1,0,0,0
8581,0.008398399,0.111884839,77,0,0.309129651,6100,19,0,2,0,0
8582,0.025703385,0.392443607,47,0,0.28579364,7200,16,0,1,0,1
8583,0.007464755,0.027794784,75,0,737,NA,3,0,1,0,0
8584,0.012444678,0.095626901,54,0,0.196787926,5167,12,0,1,0,0
8585,0.052165311,0.405315615,38,0,0.673469388,2400,16,0,0,0,4
8586,0.141455521,0.935477364,42,0,0.833917309,5707,8,0,2,0,3
8587,0.632904844,1.260736196,53,1,566,NA,5,1,0,2,NA
8588,0.010003236,0.047626929,46,0,0.288166882,10833,13,0,2,0,2
8589,0.07860975,0.986320547,43,0,0.476532173,8500,8,0,1,0,2
8590,0.013364244,9.00E-04,45,0,0.221789883,2826,5,0,1,0,2
8591,0.009104542,0.009281813,60,0,2622,NA,7,0,2,0,0
8592,0.032982162,0.389553338,49,0,3355,NA,5,0,1,0,0
8593,0.085503683,0.9999999,57,0,0.717509283,3500,4,0,1,0,0
8594,0.012034009,0.062815427,53,0,79,NA,2,0,0,0,0
8595,0.028625815,0,25,0,520,NA,2,0,0,0,NA
8596,0.018508297,0.148981883,52,0,504,NA,7,0,0,0,0
8597,0.010824901,0.132172601,47,0,0.239398882,8583,11,0,3,0,3
8598,0.316027665,0.905570292,36,0,0.259267195,4666,8,1,0,0,0
8599,0.017066752,0.273381775,46,0,0.254883807,10800,4,0,1,0,2
8600,0.020462793,0.117796073,48,0,0.734281271,4500,8,0,1,0,3
8601,0.00888811,0.094661565,70,0,0.026223776,1715,6,0,0,0,0
8602,0.066260129,0.287422273,60,1,0.33727712,6000,15,0,1,0,0
8603,0.117716142,0.917041479,25,0,0.044213764,2600,3,0,0,0,0
8604,0.008520316,0.073450428,67,0,0.042486723,3200,4,0,0,0,0
8605,0.045863021,0.141950852,73,1,4107,NA,26,0,2,0,0
8606,0.015507168,0.016076683,43,0,0.355047749,2931,12,0,1,0,0
8607,0.067459532,0.873144821,55,0,0.26102224,5125,5,0,0,0,0
8608,0.10041448,0.306947625,33,1,0.576415094,3179,9,0,1,0,0
8609,0.007877389,0.007910935,60,0,0.257909605,7079,11,0,3,0,0
8610,0.577875357,1.680213191,34,2,0.818394845,1706,5,2,1,1,4
8611,0.007299601,0.033187993,58,0,901,NA,3,0,1,0,NA
8612,0.392156399,0.99090294,45,2,0.268474436,4830,5,0,0,0,3
8613,0.012968786,0,55,0,4391,NA,9,0,1,0,0
8614,0.009989603,0.019460956,69,0,229,NA,6,0,0,0,0
8615,0.007789376,0.006154686,63,0,0.042174042,10100,10,0,1,0,3
8616,0.007471723,0.012433493,67,0,0.182221659,7885,11,0,1,0,0
8617,0.011501429,0.001441556,47,0,0.138469638,5697,13,0,0,0,1
8618,0.064658886,0.69484189,51,0,0.474747475,4850,10,0,1,0,2
8619,0.01079453,0.004302096,45,0,0.17680145,16000,10,0,1,0,3
8620,0.009983282,0.06028161,58,0,0.082568807,4250,6,0,0,0,0
8621,0.046865376,0.781230124,68,0,0.732725669,3400,11,0,1,0,0
8622,0.013793362,1.85E-04,57,0,0.4804107,3700,18,0,1,0,0
8623,0.105626996,0.932613477,33,0,0.300291545,2400,5,0,0,0,2
8624,0.263211349,0.526946108,39,0,0.31862069,2174,4,0,0,1,0
8625,0.040036906,0.44032704,29,0,0.282583622,2600,8,0,0,0,2
8626,0.314400507,0.9999999,60,1,42,NA,1,0,0,0,NA
8627,0.018460367,0.210820896,57,0,0.525115207,4339,3,0,1,0,0
8628,0.02083587,0.144063683,44,0,0.61682243,2460,5,0,1,0,0
8629,0.024718527,0.060672494,30,0,0.534990003,3500,17,0,2,0,0
8630,0.008569091,0,71,0,0,900,1,0,0,0,0
8631,0.007433848,0.058443361,77,0,0.09788287,7273,8,0,1,0,0
8632,0.025088591,0.257939668,37,0,2553,0,13,0,1,0,3
8633,0.011560467,0.025755595,49,0,0.006392395,6100,6,0,0,0,1
8634,0.080446742,0.9999999,35,0,0.254950971,5200,2,0,1,0,2
8635,0.016601209,0.120814606,49,0,0.459385154,4000,12,0,1,0,0
8636,0.007148543,0.053125481,89,0,0.189177582,4656,5,0,0,0,0
8637,0.382090947,0.74537521,40,4,0.368051422,8400,20,0,1,0,0
8638,0.009235496,0.034471545,58,0,3721,NA,21,0,2,0,2
8639,0.176787069,0.851524746,47,1,0.557500889,11251,8,0,2,0,3
8640,0.030220986,0.374610953,40,0,2186,NA,2,0,1,0,0
8641,0.010028866,0,70,0,1039,NA,7,0,1,0,0
8642,0.017878797,0.312610708,54,0,0.239914489,14500,10,0,2,0,0
8643,0.090003132,0.906872875,48,0,0.522246292,6000,4,0,1,0,0
8644,0.060891921,0.823026275,51,0,0.240758376,11550,11,0,1,0,0
8645,0.608712867,1.206937096,55,0,1120,NA,7,0,0,2,0
8646,0.318950437,0.9999999,25,0,0,NA,0,1,0,0,0
8647,0.019986927,0,31,0,0.084971676,3000,4,0,0,0,0
8648,0.014197004,0.082413011,41,0,0.38324934,12500,12,0,2,0,2
8649,0.018444362,0.003253475,44,0,0.666448517,4583,10,0,3,0,1
8650,0.015411006,0.280387652,80,0,0.152387809,4166,11,0,0,0,0
8651,0.020035657,0.192634561,33,0,0.304173957,4000,3,0,1,0,0
8652,0.340869662,0.827930175,38,0,0.737408689,2600,4,0,2,1,0
8653,0.00907413,0.034620135,73,0,1235,NA,6,0,1,0,0
8654,0.051891121,0.730226977,47,0,0.241842252,5362,3,0,0,0,2
8655,0.282887597,0.843335931,64,2,0.760092272,2600,12,0,1,0,1
8656,0.00813273,6.25E-04,64,0,0,4100,1,0,0,0,0
8657,0.031754947,0.105722218,32,0,0.136955776,5833,7,0,0,0,4
8658,0.016894108,0.151656728,62,0,0.425208154,3482,7,0,1,0,0
8659,0.011802864,0.052209576,57,0,33,NA,9,0,0,0,0
8660,0.023781133,0.310244523,30,0,0.188099808,2083,4,0,0,0,0
8661,0.00781415,0.023649704,59,0,0.168069071,13666,9,0,2,0,0
8662,0.009536492,0.008089982,60,0,0.104223944,4000,6,0,0,0,0
8663,0.009139215,0.13988229,60,0,0.144244565,9060,11,0,1,0,0
8664,0.019426176,0.003174099,26,0,0,2500,1,0,0,0,0
8665,0.098543743,0.164609267,41,1,0.320824979,3490,27,0,0,0,3
8666,0.01792494,0.19047619,49,0,0.11447679,5083,17,0,0,0,0
8667,0.630223419,1.009685628,52,4,0.643407083,12338,17,0,2,1,1
8668,0.028096081,0.299472243,57,0,0.716380603,6000,11,0,2,0,0
8669,0.297357538,1.043402716,31,0,0.830449827,2600,13,0,2,0,0
8670,0.475392064,0.785474048,34,4,1798,NA,6,1,0,4,1
8671,0.137035411,0.617621037,61,1,0.393169513,4801,11,0,1,0,0
8672,0.007906125,0.00851503,58,0,0.179863269,8044,6,0,1,0,1
8673,0.016245541,0.193451637,49,0,1723,NA,2,0,1,0,0
8674,0.010925949,0,51,0,0,NA,4,0,0,0,0
8675,0.074184628,0.382247636,53,1,0.340978171,10856,15,0,2,0,2
8676,0.078261472,0.980780511,43,0,0.275014515,5166,16,0,0,0,0
8677,0.009633595,0.084175501,58,0,0.388850795,14583,12,0,3,0,1
8678,0.007757494,0.005032096,89,0,4,0,8,0,0,0,0
8679,0.008219208,0.009110909,85,0,13,NA,5,0,0,0,NA
8680,0.234199074,0.834303147,46,2,0.412348562,6850,18,0,2,0,2
8681,0.010411017,0.060586696,62,0,0.375324935,5000,13,0,2,0,0
8682,0.010224519,0,62,0,0.38568038,7583,19,0,2,0,0
8683,0.007219714,0.011770551,76,0,0.135108111,8000,8,0,1,0,0
8684,0.011871282,1.39E-04,44,0,0.032043204,5554,6,0,0,0,1
8685,0.378115019,0.9999999,30,0,0.007773459,1800,0,0,0,1,1
8686,0.022762807,0.28992259,43,0,0.12815338,5945,13,0,0,0,5
8687,0.016902425,0.061379445,47,0,0.523104371,5604,9,0,2,0,1
8688,0.219471797,0.9999999,69,1,0.381153157,9486,2,0,2,1,4
8689,0.080230148,0.9999999,57,0,0.18452667,2080,1,0,0,0,2
8690,0.031477933,0.352664734,39,0,0.164527027,5919,5,0,1,0,4
8691,0.01387928,0,50,0,1739,NA,11,0,2,0,NA
8692,0.065225226,0.513038127,61,0,1149,NA,3,0,0,0,0
8693,0.01029574,0.073643922,54,0,0.293336533,12500,13,0,1,0,2
8694,0.023023634,0,24,0,0.301349325,2000,2,0,1,0,0
8695,0.197217394,0.789601486,61,2,4089,NA,5,2,1,0,0
8696,0.056335978,0.735852829,28,0,0.201014774,6700,3,0,1,0,0
8697,0.063960133,0.47939505,32,0,0.252886511,3550,4,0,0,0,4
8698,0.011579638,0.046284061,55,0,0.396933844,6000,7,0,1,0,0
8699,0.013848273,0.037440036,38,0,1658,NA,8,0,1,0,0
8700,0.082404842,0.9999999,50,0,134,NA,2,0,0,0,0
8701,0.015470572,0,36,0,0.14796406,5230,6,0,0,0,0
8702,0.046873248,0.001527018,50,1,17.42063492,125,7,1,2,0,2
8703,0.019681795,0,26,0,2.5,1,2,0,0,0,0
8704,0.053663879,0.736452709,43,0,0.330460265,5800,9,0,2,0,0
8705,0.013284669,0.192099461,55,0,0.203694886,10500,16,0,2,0,0
8706,0.222927117,0.886111273,45,1,0.430775316,7583,13,3,2,0,3
8707,0.027281459,0.9999999,86,0,51,NA,0,0,0,0,0
8708,0.011928099,0,47,0,0.16619169,20000,23,0,1,0,3
8709,0.028342884,0.25417855,36,0,0.410509769,4452,5,0,1,0,2
8710,0.034876055,0.157861484,42,0,0.706463028,5368,8,0,2,0,0
8711,0.036522444,0.419338285,48,0,792,NA,6,0,1,0,0
8712,0.051396443,0.024891542,61,1,0.236332944,7700,4,0,1,0,1
8713,0.015000886,0.215326022,54,0,0.310798607,7750,16,0,1,0,0
8714,0.0102526,0.001071365,54,0,1496,NA,4,0,1,0,NA
8715,0.008298775,0.010126103,91,0,14,NA,10,0,0,0,0
8716,0.009989603,0.018939035,75,0,339,NA,9,0,1,0,0
8717,0.068989933,0.241915975,52,1,0.131558852,18333,8,0,1,0,4
8718,0.015208424,0.132867254,48,0,0.264173136,4250,16,0,1,0,2
8719,0.595081486,0.966413496,66,8,0.672762104,5741,10,1,1,0,0
8720,0.010426149,0.024954352,72,0,0.523738131,2000,12,0,0,0,0
8721,0.017870431,0.291030882,50,0,0.312795568,7400,14,0,2,0,1
8722,0.021270453,0.264277014,72,0,0.772759351,5667,15,0,3,0,0
8723,0.312200672,0.9999999,42,0,0,NA,0,1,0,0,0
8724,0.062495189,0.069844306,44,1,0.475931352,21500,20,1,3,0,2
8725,0.069790919,0.680406644,36,0,0.329890037,3000,4,0,1,0,1
8726,0.066597543,0.530087303,51,0,0.55244501,5500,9,0,1,0,0
8727,0.046274301,0.892625615,66,0,0.634478787,10417,11,0,2,0,0
8728,0.013566366,0.169683032,59,0,50,NA,4,0,0,0,0
8729,0.173086477,0.407097272,63,0,0.488627843,4000,9,1,2,0,1
8730,0.025745402,0.379200904,46,0,0.316020885,10916,11,0,1,0,0
8731,0.018119836,0.161252791,62,0,0.559304348,5749,9,0,1,0,0
8732,0.067740098,0.134345392,49,1,0.571913076,7960,15,0,2,0,1
8733,0.014444212,0.155884137,72,0,207,NA,5,0,0,0,0
8734,0.099059071,0.9999999,29,0,0,3950,0,0,0,0,0
8735,0.006825969,0.009327425,81,0,16,NA,5,0,0,0,0
8736,0.008987728,0.07586912,56,0,0.138225131,13600,15,0,1,0,0
8737,0.038683872,0.212761057,54,0,0.99661609,9160,18,0,3,0,2
8738,0.013254244,0.221038948,62,0,0.353513317,11000,4,0,3,0,1
8739,0.022911366,0.363834642,62,0,3335,NA,15,0,1,0,0
8740,0.022219367,0.147656559,36,0,1493,NA,13,0,2,0,0
8741,0.025186004,0.9999999,64,0,0.1423624,8084,0,0,0,0,2
8742,0.012789292,0.036352017,40,0,0.199118046,5895,7,0,1,0,0
8743,0.008179344,0.101001988,61,0,0.217114791,15880,5,0,1,0,0
8744,0.019067395,0.300114116,74,0,764,NA,8,0,0,0,0
8745,0.074641174,0.911985428,47,0,0.45345246,9065,12,0,2,0,2
8746,0.021973629,0,30,0,0,1100,1,0,0,0,0
8747,0.007741317,0.009730395,87,0,1178,NA,9,0,1,0,0
8748,0.061980455,0.9999999,22,0,0,820,1,0,0,0,0
8749,0.008183485,0.01294916,64,0,0.354633737,8340,18,0,2,0,1
8750,0.014328699,0.28689336,61,0,0.254090294,16257,19,0,1,0,0
8751,0.01117813,0.132949849,54,0,0.263736813,20000,8,0,1,0,0
8752,0.060783913,0.759560834,36,0,0.258393853,9500,5,0,1,0,2
8753,0.016363394,0.007812012,25,0,0.104579084,5000,3,0,0,0,0
8754,0.017551273,0.019141034,28,0,0.132622459,3000,5,0,0,0,0
8755,0.02281177,0.179376509,47,0,0.428276147,4837,13,0,1,0,2
8756,0.068790581,0,45,1,1290,NA,9,0,0,1,4
8757,0.00754086,0,70,0,0,NA,3,0,0,0,0
8758,0.047248968,0.001922929,80,1,0,NA,4,0,0,0,0
8759,0.015127305,0.142934764,67,0,0.905455584,3500,12,0,1,0,0
8760,0.029875344,0.302924269,26,0,0.008924145,4033,2,0,0,0,0
8761,0.037241546,0.483450351,34,0,0.419770774,5583,12,0,2,0,1
8762,0.011359111,0.00377108,62,0,0.726078363,8600,19,0,3,0,1
8763,0.034527114,0.505338923,31,0,0.347799469,14700,13,0,2,0,1
8764,0.083188857,0.723704157,56,0,0.666241225,4700,10,0,2,0,1
8765,0.013619645,0.029656667,52,0,0.338599837,3670,9,0,2,0,0
8766,0.059204097,0.092536406,57,1,0.175514019,5349,22,0,0,0,2
8767,0.023246905,0.181280832,31,0,0.098906958,3750,8,0,0,0,0
8768,0.031202215,0.766817308,66,0,0.346895075,1400,4,0,0,0,0
8769,0.147774133,0.895921003,37,0,0.926880489,5237,18,0,3,0,2
8770,0.008503563,0.00244442,87,0,0.006480881,3085,9,0,0,0,0
8771,0.011715836,0.204861174,66,0,0.133682999,7816,11,0,1,0,1
8772,0.016944115,0.134108742,41,0,0.432840795,9000,12,0,2,0,2
8773,0.020171415,0.302380624,60,0,0.452727668,4600,7,0,1,0,1
8774,0.011065252,0.007099645,50,0,2835,NA,14,0,1,0,0
8775,0.009989603,0.006759585,81,0,12,NA,6,0,0,0,NA
8776,0.028219391,0.120879121,22,0,3,NA,1,0,0,0,NA
8777,0.021718433,0.348536115,68,0,0.221955609,5000,14,0,1,0,0
8778,0.113650463,0.170192625,58,2,0.389317181,5447,12,0,1,0,0
8779,0.009028963,0.00249987,60,0,0.384202882,8950,9,0,2,0,0
8780,0.071149859,0.689464458,45,0,1221,NA,7,0,1,0,0
8781,0.025706275,0.567542943,64,0,0.297160379,7500,7,0,1,0,0
8782,0.033195875,0.484628824,66,0,0.589919817,1745,8,0,1,0,1
8783,0.318709433,0.9999999,35,1,0.124507725,3300,2,0,0,1,0
8784,0.007508887,0.017317133,66,0,0.013463167,11809,11,0,1,0,0
8785,0.009614652,0.139343033,64,0,0.025243689,4000,5,0,0,0,0
8786,0.010354308,0.041180227,45,0,0.216930721,10666,9,0,2,0,2
8787,0.011807259,0.109533914,44,0,0.175018333,45000,9,0,2,0,4
8788,0.016446347,0.139880839,50,0,0.040355424,2700,13,0,0,0,3
8789,0.006572861,0.081011802,73,0,1978,NA,3,0,0,0,0
8790,0.009866577,0.003294251,56,0,0.233721132,5758,9,0,1,0,1
8791,0.105261296,0.9999999,44,0,0.648994516,2734,11,0,3,0,2
8792,0.017834371,0.072118574,48,0,0.509578544,2870,7,0,1,0,0
8793,0.014605376,0.018438241,40,0,9,NA,2,0,0,0,0
